DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT,Date,ANNUAL_AVG_TEMPERATURE,ANOMALY_TEMPERATURE,PRECIPITATION,ANOMALY_PRECIPITATION
7.0,10,,LA,,45.726,,"POMONA, GAREY AVENUE ",15600.0,258000.0,247000.0,16400.0,272000.0,260000.0,2021,63.3,-0.1,11.79,-0.45
7.0,10,,LA,,46.405,,"POMONA, TOWNE AVENUE ",16400.0,272000.0,260000.0,16700.0,278000.0,265000.0,2021,63.3,-0.1,11.79,-0.45
7.0,10,,LA,,47.737,,"POMONA, INDIAN HILL BOULEVARD ",16700.0,278000.0,265000.0,16700.0,278000.0,265000.0,2021,63.3,-0.1,11.79,-0.45
7.0,10,,LA,,48.265,,LOS ANGELES/SAN BERNARDINO COUNTY LINE,16700.0,278000.0,265000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,14,U,LA,,24.3,,NORTH JUNCTION ROUTE 5,,,,590.0,7700.0,7300.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,U,LA,T,27.895,,PLACERITA CYN RD,1200.0,15700.0,14900.0,1400.0,18000.0,17000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,U,LA,,29.847,,FRIENDLY VALLEY PARKWAY,1500.0,19700.0,18700.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,24.788,,SB OFF TO SB RTE 5         & JCT. RTE. 5 ,,,,13900.0,181000.0,171000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,27.048,,"SANTA CLARITA, SAN FERNANDO ROAD ",13900.0,181000.0,171000.0,12700.0,165000.0,156000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,28.08,,"SANTA CLARITA, PLACERITA CANYON ROAD ",12700.0,165000.0,156000.0,11900.0,155000.0,147000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,29.675,,"SANTA CLARITA, GOLDEN VALLEY ROAD ",11900.0,155000.0,147000.0,9700.0,127000.0,120000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,30.811,,SIERRA HIGHWAY ,9700.0,127000.0,120000.0,9200.0,119000.0,113000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,,33.423,,"SANTA CLARITA, SAND CANYON ROAD ",9200.0,119000.0,113000.0,8300.0,108000.0,102000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,,35.712,,"SANTA CLARITA, SHADOW PINES BOULEVARD/SOLEDAD ROAD ",8300.0,108000.0,102000.0,8000.0,105000.0,99000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,,39.854,,AGUA DULCE CANYON ROAD ,8000.0,105000.0,99000.0,7900.0,103000.0,97000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,,43.288,,ESCONDIDO CANYON ROAD ,7900.0,103000.0,97000.0,7800.0,101000.0,96000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,,46.759,,WARD ROAD ,7800.0,101000.0,96000.0,8000.0,104000.0,98000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,48.607,,CROWN VALLEY ROAD ,8000.0,104000.0,98000.0,8000.0,104000.0,98000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,50.746,,SANTIAGO ROAD ,8000.0,104000.0,98000.0,8000.0,105000.0,99000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,52.172,,SOLEDAD CANYON ROAD/SIERRA HIGHWAY ,8000.0,105000.0,99000.0,8000.0,105000.0,99000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,54.543,,ANGELES FOREST HIGHWAY ,8000.0,105000.0,99000.0,6200.0,80000.0,76000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,58.172,,"PALMDALE, AVENUE S ",6200.0,80000.0,76000.0,6400.0,84000.0,79000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,59.803,,"PALMDALE, SOUTH JCT. RTE. 138",6400.0,84000.0,79000.0,6800.0,89000.0,84000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,61.766,,"PALMDALE, 10TH STREET WEST ",6800.0,89000.0,84000.0,6800.0,89000.0,84000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,63.671,,"PALMDALE, AVENUE N ",6800.0,89000.0,84000.0,7200.0,94000.0,89000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,64.678,,"LANCASTER, COLUMBIA WAY/AVENUE M ",7200.0,94000.0,89000.0,6900.0,90000.0,86000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,65.683,,"LANCASTER, AVENUE L ",6900.0,90000.0,86000.0,5800.0,76000.0,72000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,66.73,,"LANCASTER, AVENUE K ",5800.0,76000.0,72000.0,4800.0,62000.0,59000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,67.39,,"LANCASTER, AVENUE J-8/20TH STREET WEST ",4800.0,62000.0,59000.0,3450.0,45000.0,43000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,67.957,,"LANCASTER, AVENUE J ",3450.0,45000.0,43000.0,3900.0,51000.0,48000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,68.965,,"LANCASTER, AVENUE I ",3900.0,51000.0,48000.0,3350.0,43500.0,41000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,69.991,,"LANCASTER, AVENUE H ",3350.0,43500.0,41000.0,3200.0,42000.0,39500.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,70.992,,AVENUE G ,3200.0,42000.0,39500.0,3150.0,41500.0,39000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,71.995,,AVENUE F ,3150.0,41500.0,39000.0,3100.0,40000.0,38000.0,2021,63.3,-0.1,11.79,-0.45
7.0,14,,LA,R,74.003,,NORTH JCT. RTE. 138,3100.0,40000.0,38000.0,2850.0,37500.0,35500.0,2021,63.3,-0.1,11.79,-0.45
7.0,18,,LA,,0.0,,SAN BERNARDINO/LOS ANGELES COUNTY LINE,,,,500.0,6500.0,6100.0,2021,63.3,-0.1,11.79,-0.45
7.0,18,,LA,,4.5,,"JCT. RTE. 138, PEARBLOSSOM/ANTELOPE HIGHWAY",540.0,7000.0,6700.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,22,,LA,,0.0,,"LONG BEACH, JCT. RTE. 1, PACIFIC COAST HIGHWAY",,,,4650.0,60000.0,54000.0,2021,63.3,-0.1,11.79,-0.45
7.0,22,,LA,,0.084,,"LONG BEACH, BELLFLOWER BOULEVARD",4650.0,60000.0,54000.0,4800.0,62000.0,56000.0,2021,63.3,-0.1,11.79,-0.45
7.0,22,,LA,,1.142,,"LONG BEACH, STUDEBAKER ROAD",5300.0,68000.0,61000.0,7500.0,97000.0,87000.0,2021,63.3,-0.1,11.79,-0.45
7.0,22,,LA,,1.467,,LOS ANGELES/ORANGE COUNTY  LINE,7500.0,97000.0,87000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,23,,LA,,0.0,,"JCT. RTE. 1, PACIFIC COAST HIGHWAY",,,,30.0,410.0,350.0,2021,63.3,-0.1,11.79,-0.45
7.0,23,,LA,,4.791,,SOUTH JUNCTION MULHOLLAND HIGHWAY,60.0,710.0,610.0,70.0,830.0,720.0,2021,63.3,-0.1,11.79,-0.45
7.0,23,,LA,,6.711,,NORTH JUNCTION MULHOLLAND HIGHWAY,70.0,830.0,720.0,130.0,1700.0,1450.0,2021,63.3,-0.1,11.79,-0.45
7.0,23,,LA,,8.9,,LOS ANGELES/VENTURA COUNTY LINE,130.0,1700.0,1450.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,0.0,,JCT. RTE. 1,,,,920.0,15200.0,14100.0,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,4.31,,OLD TOPANGA CANYON ROAD,1050.0,17100.0,15900.0,1000.0,17000.0,15800.0,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,11.06,,"LOS ANGELES, MULHOLLAND DRIVE",890.0,14800.0,13700.0,1550.0,26000.0,24200.0,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,12.276,,"LOS ANGELES, VENTURA BOULEVARD",1950.0,32000.0,30000.0,3600.0,60000.0,56000.0,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,12.43,,"LOS ANGELES, JCT. RTE. 101",3600.0,60000.0,56000.0,3150.0,52000.0,48500.0,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,14.05,,"LOS ANGELES, VANOWEN STREET",2250.0,37000.0,34500.0,2350.0,39000.0,36000.0,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,14.55,,"LOS ANGELES, SHERMAN WAY",2400.0,40000.0,37000.0,2300.0,37500.0,35000.0,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,15.83,,"LOS ANGELES, ROSCOE BOULEVARD",1950.0,32000.0,30000.0,2800.0,46000.0,42500.0,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,18.629,,"LOS ANGELES, DEVONSHIRE STREET",2450.0,40500.0,37500.0,2400.0,40000.0,37000.0,2021,63.3,-0.1,11.79,-0.45
7.0,27,,LA,,20.062,,"LOS ANGELES, JCT. RTE. 118",2700.0,45000.0,41500.0,,,,2021,63.3,-0.1,11.79,-0.45
12.0,39,,LA,D,17.34,,ROSECRANS AVE,4050.0,50000.0,45000.0,3900.0,49000.0,44000.0,2021,63.3,-0.1,11.79,-0.45
7.0,39,,LA,,17.813,,SAN GABRIEL RIVER BRIDGE,,,,140.0,2350.0,2150.0,2021,63.3,-0.1,11.79,-0.45
7.0,39,,LA,,19.73,,"MORRIS DAM ROAD, NAVAL ORDNANCE TEST STATION",140.0,2350.0,2150.0,130.0,2100.0,1950.0,2021,63.3,-0.1,11.79,-0.45
7.0,39,,LA,,25.71,,EAST FORK ROAD,90.0,1600.0,1500.0,110.0,1850.0,1700.0,2021,63.3,-0.1,11.79,-0.45
7.0,39,,LA,,32.49,,COLD BROOK RANGER STATION,10.0,220.0,210.0,10.0,220.0,210.0,2021,63.3,-0.1,11.79,-0.45
7.0,39,,LA,,38.15,,CRYSTAL LAKE ROAD,10.0,160.0,140.0,10.0,110.0,100.0,2021,63.3,-0.1,11.79,-0.45
7.0,47,,LA,R,0.0,,"LOS ANGELES, JCT. RTE. 110",4250.0,47000.0,42500.0,5800.0,64000.0,58000.0,2021,63.3,-0.1,11.79,-0.45
7.0,47,,LA,R,0.43,,"LOS ANGELES, HARBOR BOULEVARD",5800.0,64000.0,58000.0,5800.0,64000.0,58000.0,2021,63.3,-0.1,11.79,-0.45
7.0,47,,LA,,2.302,,"LOS ANGELES, VINCENT THOMAS BRIDGE, SEASIDE BOULEVARD; ROUTE BREAK AHEAD",5800.0,64000.0,58000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,47,,LA,,3.497,,"LONG BEACH, OCEAN BOULEVARD; ROUTE CONTINUES VIA TERMINAL ISLAND FREEWAY",,,,1500.0,16600.0,15100.0,2021,63.3,-0.1,11.79,-0.45
7.0,47,,LA,,3.576,,"LONG BEACH, NEW DOCK STREET",1500.0,16600.0,15100.0,1850.0,20400.0,18500.0,2021,63.3,-0.1,11.79,-0.45
7.0,47,,LA,,3.88,,"LONG BEACH, HEIM LIFT BRIDGE",1850.0,20400.0,18500.0,1850.0,20400.0,18500.0,2021,63.3,-0.1,11.79,-0.45
7.0,47,,LA,,4.5,,"LOS ANGELES, N/O HEIM BRIDGE",,,,1850.0,20400.0,18500.0,2021,63.3,-0.1,11.79,-0.45
7.0,47,,LA,,4.565,,"LOS ANGELES, JCT. RTE. 103, TERMINAL ISLAND FREEWAY",1850.0,20400.0,18500.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,0.0,,ORANGE/LOS ANGELES COUNTY LINE,,,,14300.0,211000.0,191000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,0.912,,"DIAMOND BAR, BREA CANYON ROAD ",14300.0,211000.0,191000.0,14900.0,219000.0,198000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,1.937,,"DIAMOND BAR, DIAMOND BAR BOULEVARD ",14900.0,219000.0,198000.0,13900.0,204000.0,185000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,3.167,,"DIAMOND BAR, PATHFINDER ROAD ",13900.0,204000.0,185000.0,14100.0,208000.0,188000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,4.296,R,"DIAMOND BAR, BEGIN RIGHT ALIGNMENT",14100.0,208000.0,188000.0,7000.0,103000.0,93000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,4.518,R,"DIAMOND BAR, NORTH JCT. RTE. 60",7000.0,103000.0,93000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,4.296,L,"DIAMOND BAR, BEGIN INDEPENDENT ALIGNMENT LEFT",5900.0,86000.0,78000.0,7000.0,103000.0,93000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,4.518,L,"DIAMOND BAR, SOUTH JCT. RTE. 60",7000.0,103000.0,93000.0,8800.0,130000.0,118000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,,4.977,,"DIAMOND BAR, SUNSET CROSSING ROAD ",8800.0,130000.0,118000.0,9800.0,145000.0,131000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,,6.168,,"POMONA, TEMPLE AVENUE ",9800.0,145000.0,131000.0,10700.0,157000.0,142000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,7.719,,"POMONA, JCT. RTES. 10/71",10700.0,157000.0,142000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,7.719,,"POMONA, JCT. RTES. 10/71",,,,11600.0,170000.0,154000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,8.711,,"POMONA, VIA VERDE/RAGING WATERS DRIVE ",11600.0,170000.0,154000.0,11600.0,170000.0,154000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,10.272,,"SAN DIMAS, COVINA AVENUE ",11600.0,170000.0,154000.0,10900.0,160000.0,145000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,10.794,,"SAN DIMAS, ARROW HIGHWAY ",10900.0,160000.0,145000.0,10200.0,150000.0,136000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,11.284,R,"GLENDORA, BEGIN INDEPENDENT ALIGNMENT RIGHT",10200.0,150000.0,136000.0,5200.0,76000.0,69000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,11.791,R,"GLENDORA, JCT. RTE. 210",5200.0,76000.0,69000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,12.303,R,"GLENDORA, END INDEPENDENT ALIGNMENT RIGHT",5200.0,76000.0,69000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,11.284,L,"GLENDORA, BEGIN INDEPENDENT ALIGNMENT LEFT",4350.0,64000.0,58000.0,5200.0,76000.0,69000.0,2021,63.3,-0.1,11.79,-0.45
7.0,57,,LA,R,12.212,L,"GLENDORA, END INDEPENDENT ALIGNMENT LEFT",5200.0,76000.0,69000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,0.0,,"LOS ANGELES, JCT. RTE. 10",,,,11800.0,186000.0,167000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,0.545,,"LOS ANGELES, JCT. RTE. 5",11800.0,186000.0,167000.0,14200.0,224000.0,201000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,1.475,,"LOS ANGELES, LORENA STREET ",14200.0,224000.0,201000.0,14600.0,231000.0,207000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,1.936,,"LOS ANGELES, INDIANA STREET ",14600.0,231000.0,207000.0,15600.0,247000.0,222000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,2.592,,THIRD STREET/DOWNEY ROAD ,15600.0,247000.0,222000.0,15800.0,249000.0,224000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,3.27,,JCT. RTE. 710,15800.0,249000.0,224000.0,17100.0,270000.0,242000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,4.426,,"MONTEREY PARK, ATLANTIC BOULEVARD ",17100.0,270000.0,242000.0,16400.0,259000.0,232000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,5.893,,"MONTEBELLO, FINDLAY/ GARFIELD/WILCOX AVENUES ",16400.0,259000.0,232000.0,15200.0,240000.0,216000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,7.774,,"MONTEBELLO, PARAMOUNT BOULEVARD ",15200.0,240000.0,216000.0,14600.0,230000.0,206000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,8.548,,"ROSEMEAD, SAN GABRIEL BOULEVARD ",14600.0,230000.0,206000.0,15200.0,240000.0,216000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,9.509,,"SOUTH EL MONTE, JCT. RTE. 164",15200.0,240000.0,216000.0,15800.0,249000.0,224000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,10.23,,"SOUTH EL MONTE, SANTA ANITA AVENUE ",15800.0,249000.0,224000.0,15900.0,251000.0,225000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,11.007,,"SOUTH EL MONTE, PECK ROAD/DURFEE AVENUE ",15900.0,251000.0,225000.0,15300.0,241000.0,217000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,11.711,,"INDUSTRY, JCT. RTE. 605",15300.0,241000.0,217000.0,16800.0,266000.0,238000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,12.627,,"INDUSTRY, CROSSROADS PARKWAY ",16800.0,266000.0,238000.0,17100.0,270000.0,242000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,14.262,,"HACIENDA HEIGHTS, SEVENTH AVENUE ",17100.0,270000.0,242000.0,16000.0,253000.0,227000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,15.932,,"HACIENDA HEIGHTS, HACIENDA BOULEVARD ",16000.0,253000.0,227000.0,15800.0,248000.0,223000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,17.972,,"INDUSTRY, AZUSA AVENUE ",15800.0,248000.0,223000.0,15000.0,236000.0,211000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,19.464,,"INDUSTRY, FULLERTON ROAD ",15000.0,236000.0,211000.0,15500.0,244000.0,219000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,,20.428,,"ROWLAND HEIGHTS, NOGALES STREET",15500.0,244000.0,219000.0,17000.0,267000.0,239000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,21.478,,"INDUSTRY, FAIRWAY DRIVE ",17000.0,267000.0,239000.0,18800.0,295000.0,264000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,22.97,,"DIAMOND BAR, BREA CANYON ROAD ",18800.0,295000.0,264000.0,21200.0,333000.0,298000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,23.56,,"DIAMOND BAR, JCT. RTE. 57 SOUTH",21200.0,333000.0,298000.0,22900.0,359000.0,322000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,24.451,,"DIAMOND BAR, GRAND AVENUE ",22900.0,359000.0,322000.0,23000.0,362000.0,324000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,25.464,,"DIAMOND BAR, JCT. RTE. 57 NORTH",23000.0,362000.0,324000.0,16300.0,255000.0,229000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,28.043,,"POMONA, PHILLIPS RANCH ROAD ",16300.0,255000.0,229000.0,15400.0,243000.0,218000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,29.392,,"POMONA, JCT. RTE. 71 ",15400.0,243000.0,218000.0,15400.0,243000.0,218000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,30.328,,"POMONA, RESERVOIR STREET ",15400.0,243000.0,218000.0,14700.0,231000.0,207000.0,2021,63.3,-0.1,11.79,-0.45
7.0,60,,LA,R,30.456,,LOS ANGELES/SAN BERNARDINO COUNTY LINE,14700.0,231000.0,207000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,66,,LA,,0.0,,"LA VERNE, BASELINE ROAD",,,,1350.0,20600.0,18600.0,2021,63.3,-0.1,11.79,-0.45
7.0,66,,LA,R,0.189,,"LA VERNE, JCT. RTE. 210, FOOTHILL FREEWAY",1350.0,20600.0,18600.0,1750.0,26500.0,24000.0,2021,63.3,-0.1,11.79,-0.45
7.0,66,,LA,,1.731,,"LA VERNE, FRUIT STREET/WHITE AVENUE",1650.0,25500.0,23200.0,1550.0,23500.0,21200.0,2021,63.3,-0.1,11.79,-0.45
7.0,66,,LA,,2.54,,"POMONA, GAREY AVENUE",1600.0,24300.0,22000.0,1500.0,23200.0,21000.0,2021,63.3,-0.1,11.79,-0.45
7.0,66,,LA,,3.219,,"CLAREMONT, TOWNE AVENUE",1500.0,23200.0,21000.0,1650.0,25500.0,22800.0,2021,63.3,-0.1,11.79,-0.45
7.0,66,,LA,,3.22,,RIALTO/SAN BERNARDINO CITY LIMITS (PEPPER AVENUE),1500.0,22700.0,20600.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,R,0.335,R,"POMONA, JCT. RTES. 10/57, SAN BERNARDINO/ORANGE FREEWAYS ",,,,2900.0,52000.0,42000.0,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,R,0.49,R,"POMONA, END INDEPENDENT ALIGNMENT RIGHT",2900.0,52000.0,42000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,R,0.335,L,"POMONA, JCT. RTES. 10/57, SAN BERNARDINO/ORANGE FREEWAYS ",,,,2900.0,52000.0,42000.0,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,R,0.49,L,"POMONA, END INDEPENDENT ALIGNMENT",2900.0,52000.0,42000.0,5800.0,103000.0,84000.0,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,R,1.479,,"POMONA, VALLEY BOULEVARD ",5800.0,103000.0,84000.0,6200.0,110000.0,89000.0,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,,1.239,,"POMONA, POMONA BOULEVARD ",5900.0,105000.0,85000.0,5900.0,106000.0,86000.0,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,,1.622,,"POMONA, MISSION BOULEVARD",6200.0,110000.0,89000.0,6200.0,110000.0,89000.0,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,,1.912,,"POMONA, NINTH STREET",6200.0,110000.0,89000.0,5100.0,91000.0,74000.0,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,R,3.614,,"POMONA, RIO RANCHO ROAD ",4950.0,88000.0,72000.0,5300.0,95000.0,77000.0,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,R,4.31,,"POMONA, JCT. RTE. 60, POMONA FREEWAY ",5300.0,95000.0,77000.0,6500.0,115000.0,94000.0,2021,63.3,-0.1,11.79,-0.45
7.0,71,,LA,R,4.697,,LOS ANGELES/SAN BERNARDINO COUNTY LINE,6500.0,115000.0,94000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,72,,LA,,0.0,,ORANGE/LOS ANGELES COUNTY LINE,,,,1700.0,28500.0,25000.0,2021,63.3,-0.1,11.79,-0.45
7.0,72,,LA,,0.96,,"WHITTIER, SANTA GERTRUDES AVENUE",2450.0,40500.0,36000.0,2350.0,39500.0,35000.0,2021,63.3,-0.1,11.79,-0.45
7.0,72,,LA,,1.85,,"WHITTIER, COLIMA ROAD",2350.0,39500.0,35000.0,2750.0,46000.0,40500.0,2021,63.3,-0.1,11.79,-0.45
7.0,72,,LA,,3.65,,"WHITTIER, PAINTER AVENUE",2900.0,48500.0,42500.0,2550.0,42500.0,37500.0,2021,63.3,-0.1,11.79,-0.45
7.0,72,,LA,,4.252,,"WHITTIER, SANTA FE SPRINGS ROAD/WASHINGTON BOULEVARD",2550.0,42500.0,37500.0,1700.0,28500.0,25000.0,2021,63.3,-0.1,11.79,-0.45
7.0,72,,LA,,6.278,,"WHITTIER, NORWALK BOULEVARD",1700.0,28500.0,25000.0,2650.0,44000.0,39000.0,2021,63.3,-0.1,11.79,-0.45
7.0,72,,LA,,6.662,,"WHITTIER, JCT. RTE. 605",2650.0,44000.0,39000.0,2100.0,35500.0,31000.0,2021,63.3,-0.1,11.79,-0.45
7.0,72,,LA,,6.707,,"WHITTIER, PIONEER BOULEVARD",2100.0,35500.0,31000.0,2100.0,35500.0,31000.0,2021,63.3,-0.1,11.79,-0.45
7.0,72,,LA,,6.766,,ESPERANZA AVE RT,2100.0,35500.0,31000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,90,,LA,,0.921,,"LOS ANGELES, JCT. RTE. 1",,,,2500.0,35500.0,29500.0,2021,63.3,-0.1,11.79,-0.45
7.0,90,,LA,,1.201,,"LOS ANGELES, MINDANAO WAY",2500.0,35500.0,29500.0,4250.0,60000.0,50000.0,2021,63.3,-0.1,11.79,-0.45
7.0,90,,LA,,1.746,,"LOS ANGELES, CULVER BOULEVARD",4250.0,60000.0,50000.0,5600.0,78000.0,65000.0,2021,63.3,-0.1,11.79,-0.45
7.0,90,,LA,R,1.722,,"LOS ANGELES, CENTINELA AVENUE",5600.0,78000.0,65000.0,6700.0,95000.0,79000.0,2021,63.3,-0.1,11.79,-0.45
7.0,90,,LA,,2.65,,"CULVER CITY, JCT. RTE. 405",6700.0,95000.0,79000.0,2700.0,38500.0,32000.0,2021,63.3,-0.1,11.79,-0.45
7.0,90,,LA,T,3.278,,"CULVER CITY, SLAUSON AVENUE",2700.0,38500.0,32000.0,,,,2021,63.3,-0.1,11.79,-0.45
7.0,91,,LA,,6.012,,"LOS ANGELES, VERMONT AVENUE",,,28500.0,4100.0,64000.0,60000.0,2021,63.3,-0.1,11.79,-0.45
7.0,91,,LA,R,6.344,,"LOS ANGELES, JCT. RTE. 110",4100.0,64000.0,60000.0,12700.0,199000.0,184000.0,2021,63.3,-0.1,11.79,-0.45
7.0,91,,LA,R,7.426,,"CARSON, AVALON BOULEVARD ",12700.0,199000.0,184000.0,12900.0,202000.0,187000.0,2021,63.3,-0.1,11.79,-0.45
7.0,91,,LA,R,8.435,,"COMPTON, CENTRAL AVENUE ",12900.0,202000.0,187000.0,13200.0,206000.0,191000.0,2021,63.3,-0.1,11.79,-0.45
7.0,91,,LA,R,9.162,,"COMPTON, WILMINGTON AVENUE ",13200.0,206000.0,191000.0,13600.0,213000.0,198000.0,2021,63.3,-0.1,11.79,-0.45
7.0,91,,LA,R,10.271,,"COMPTON, ALAMEDA STREET",13600.0,213000.0,198000.0,13600.0,213000.0,198000.0,2021,63.3,-0.1,11.79,-0.45
